count	volume	first_ref	form	gloss
1	BOM	BOM helaman 14:4	אֶת־זְרִיחַת	the rising of
1	BOM	BOM helaman 14:7	תִשְׁתּוֹמְמוּ	you shall be astonished
1	BOM	BOM helaman 14:11	אֶת־תְּנָאֵי	the conditions of
1	BOM	BOM helaman 14:18	אֶת־תְּנַאי	the condition of
1	BOM	BOM helaman 14:22	בִּנְקִיקִים	in cracks
1	BOM	BOM helaman 14:25	מִמֵּתֵיהֶם	of their dead
1	BOM	BOM helaman 15:2	תִּכְבַּדְנָה	they shall be heavy
1	BOM	BOM helaman 15:2	וְתֵעָזַבְנָה	and shall be left
1	BOM	BOM helaman 15:9	וּלְהֵהָרֵג	and to be slain
1	BOM	BOM helaman 16:1	וּבְמָצְאָם	and when they found
1	BOM	BOM helaman 16:16	נָחֲשׁוּ	they guessed
1	BOM	BOM jacob 1:4	וְאֶגַּע	and I shall touch upon
1	BOM	BOM jacob 1:6	חֲזֹנוֹת	revelations
1	BOM	BOM jacob 1:19	נְלַמְּדֵם	we should teach them
1	BOM	BOM jacob 2:2	וּלְנַקּוֹת	and to cleanse
1	BOM	BOM jacob 2:6	תַּדְאִיב	it shall grieve
1	BOM	BOM jacob 2:6	וְתַכְרִיעֵנִי	and causes me to shrink
1	BOM	BOM jacob 2:13	מוּרָם	held high
1	BOM	BOM jacob 2:19	וּלְהַאֲכִיל	and to feed
1	BOM	BOM jacob 2:19	וּלְשַׁחְרֵר	and to liberate
1	BOM	BOM jacob 2:20	הִתְגָּאִיתֶם	you were proud
1	BOM	BOM jacob 4:13	דּוֹבֵר	speaks
1	BOM	BOM jacob 5:6	הָרָאשִׁי	the main
1	BOM	BOM jacob 5:7	הָרָאשִׁיִּים	the main
1	BOM	BOM jacob 5:8	מֵהָעֲנָפִים	of the branches
1	BOM	BOM jacob 5:27	נִזְמֹר	let us prune
1	BOM	BOM jacob 5:44	אֶטַּע	I might plant
1	BOM	BOM jacob 5:45	אֶת־עֲנָפָיו	its branches
1	BOM	BOM jacob 5:46	כׇּל־הַטִּפּוּחַ	all the care
1	BOM	BOM jacob 5:52	וְנַרְכִּיבֵם	and graft them
1	BOM	BOM jacob 5:52	וְנַרְכִּיב	and graft in
1	BOM	BOM jacob 5:57	תַּרְכִּיבוּ	you shall graft
1	BOM	BOM jacob 5:58	וּנְזַמֵּר	and we will trim up
1	BOM	BOM jacob 5:63	הַרְכִּיבוּ	graft in
1	BOM	BOM jacob 5:65	לַהַרְכָּבָה	for the graft
1	BOM	BOM jacob 5:65	הַהַרְכָּבָה	the graft
1	BOM	BOM jacob 5:66	אֶטַאֲטֵא	will I sweep away
1	BOM	BOM jacob 5:68	אֲחַבְּרֵם	will I join them
1	BOM	BOM jacob 6:4	גַּם־שָׁרָשִׁים	both roots
1	BOM	BOM jacob 6:4	גַּם־עֲנָפִים	and branches
1	BOM	BOM jacob 6:7	טֻפַּחְתֶּם	you have been nourished
1	BOM	BOM jacob 6:8	וּתְכַבּוּ	and would quench
1	BOM	BOM jacob 6:10	לְהִכָּחֵשׁ	to be denied
1	BOM	BOM jacob 7:5	הַחֲזֹנוֹת	the revelations
1	BOM	BOM jacob 7:7	וְהִתְעֵיתָ	and you have led away
1	BOM	BOM jacob 7:9	אַכְחִישֶׁנּוּ	deny Him
1	BOM	BOM jarom 1:7	וַנִּטְאֲטֵאנוּם	and we swept them away
1	BOM	BOM jarom 1:8	וַנִּרֶב	and we multiplied
1	BOM	BOM mormon 1:3	אֶת־כׇּל־הַחֲקוּקוֹת	all the engravings
1	BOM	BOM mormon 1:16	מִלְּהַטִּיף	that I should preach
1	BOM	BOM mormon 1:18	חַלְקְלַקִּים	slippery
1	BOM	BOM mormon 2:20	וַיֻּצְּדוּ	were hunted
1	BOM	BOM mormon 2:23	וָאֲעוֹרְרֵם	and did urge them
1	BOM	BOM mormon 4:18	לְהִמָּחוֹת	to be swept off
1	BOM	BOM mormon 5:1	עׇזְרָם	help them
1	BOM	BOM mormon 5:2	אֶל־הַבּוֹרֵא	upon that Being
1	BOM	BOM mormon 5:5	וּכְרָכֵיהֶם	and their towns
1	BOM	BOM mormon 5:8	לְהַכְאִיב	to harrow up
1	BOM	BOM mormon 5:9	אֵעֵז	daring
1	BOM	BOM mormon 5:14	בַּהֲשָׁבַת	in restoring
1	BOM	BOM mormon 5:16	לְהֵאָבֵק	to strive
1	BOM	BOM mormon 5:18	כׇּאֳנִי	as a vessel
1	BOM	BOM mormon 5:18	הַמִּטַּלְטֶלֶת	that is tossed
1	BOM	BOM mormon 5:18	עֹגֶן	anchor
1	BOM	BOM mormon 6:8	הֲמוֹנָם	their numbers
1	BOM	BOM mormon 6:15	לְהֵרָקֵב	to molder
1	BOM	BOM mormon 6:15	וּלְהִתְפּוֹרֵר	and to crumble
1	BOM	BOM mormon 6:18	אׇבְדַנְכֶם	your loss
1	BOM	BOM mormon 6:21	הַנִּרְקָבוֹת	which are moldering
1	BOM	BOM mormon 7:5	וְגַם־בּוֹ	and also in him
1	BOM	BOM mormon 7:7	לְשׁוֹרֵר	to sing
1	BOM	BOM mormon 7:9	גַּם־בָּזֹאת	this also
1	BOM	BOM mormon 7:10	נִמְנִיתֶם	you are numbered
1	BOM	BOM mormon 8:5	וְגַם־עָפְרָה	and ore
1	BOM	BOM mormon 8:20	וְגַם־הַנָּקָם	and vengeance is
1	BOM	BOM mormon 8:22	תִּתְגַּלְגַּלְנָה	shall roll on
1	BOM	BOM mormon 8:24	לְהָעְתִיק	remove
1	BOM	BOM mormon 8:38	הַנִּרְקָב	that which will canker
1	BOM	BOM mormon 8:39	וְתַנִּיחוּ	and yet suffer
1	BOM	BOM mormon 9:3	פְּרַעְתֶּם	you have abused
1	BOM	BOM mormon 9:4	מִלָּשֶׁבֶת	than you would to dwell
1	BOM	BOM mormon 9:8	הַמְּכַחֵשׁ	he that denies
1	BOM	BOM mormon 9:10	הַמִּשְׁתַּנֶּה	who varies
1	BOM	BOM mormon 9:20	וְיִסְטוּ	and depart
1	BOM	BOM mormon 9:32	דִּבּוּרֵנוּ	our speech
1	BOM	BOM moroni 1:1	יַשְׁמִידוּנִי	they should destroy me
1	BOM	BOM moroni 7:3	הִשַּׂגְתֶּם	have obtained
1	BOM	BOM moroni 7:19	תַרְשִׁיעוּהוּ	condemn it
1	BOM	BOM moroni 7:31	שׇׁרְתָם	their ministry
1	BOM	BOM moroni 7:39	עַנְוַתְכֶם	your meekness
1	BOM	BOM moroni 7:41	תְּקוּמָתוֹ	his resurrection
1	BOM	BOM moroni 8:4	הַמַּכְאִיב	which grieveth
1	BOM	BOM moroni 8:26	שֹׁקֶדֶת	by diligence
1	BOM	BOM moroni 8:30	עַד־אֶפְגָּשְׁךָ	until I meet you
1	BOM	BOM moroni 9:2	וְגַם־לוּרָם	and also Luram
1	BOM	BOM moroni 9:6	נוּבָא	we should be brought
1	BOM	BOM moroni 9:16	יִתְעַלַּפְנָה	do faint
1	BOM	BOM moroni 9:16	וַתָּמֹתְנָה	and die
1	BOM	BOM mosiah 1:6	אֶת־אֲמִתָּתָם	their sureness
1	BOM	BOM mosiah 1:7	לְחָפְשָׂם	to search them
1	BOM	BOM mosiah 1:7	תּוֹעִילוּ	you may profit
1	BOM	BOM mosiah 1:10	הַכְרָזָה	a proclamation
1	BOM	BOM mosiah 1:10	אַכְרִיז	I shall proclaim
1	BOM	BOM mosiah 1:13	יִמְסְרֵם	he shall deliver them up
1	BOM	BOM mosiah 1:16	וּשְׁקִידָתוֹ	and diligence
1	BOM	BOM mosiah 2:15	אַאֲשִׁימְכֶם	I might accuse you
1	BOM	BOM mosiah 2:30	רוֹעֶדֶת	trembles
1	BOM	BOM mosiah 3:19	לִמְשִׁיכוֹת	to the enticings of
1	BOM	BOM mosiah 3:19	סַבְלָן	patient
1	BOM	BOM mosiah 3:19	לְהַטִּיל	to inflict
1	BOM	BOM mosiah 3:22	גַּם־אָז	even then
1	BOM	BOM mosiah 4:5	אֶת־אַפְסוּתְכֶם	your nothingness
1	BOM	BOM mosiah 4:8	תְּנָאִים	conditions
1	BOM	BOM mosiah 4:8	הַתְּנָאִים	the conditions
1	BOM	BOM mosiah 4:11	וּטְעַמְתֶּם	and have tasted
1	BOM	BOM mosiah 4:11	וְאַפְסוּתְכֶם	and your own nothingness
1	BOM	BOM mosiah 4:14	וּלְהִתְקוֹטֵט	and quarrel
1	BOM	BOM mosiah 4:17	עֳנָשָׁיו	his punishments
1	BOM	BOM mosiah 4:22	וּתְחַיְּבוּ	and condemn
1	BOM	BOM mosiah 4:26	לְהַאֲכִיל	such as feeding
1	BOM	BOM mosiah 4:27	בַּשָּׂכָר	the prize
1	BOM	BOM mosiah 4:29	וְאֶמְצָעִים	and means
1	BOM	BOM mosiah 7:1	בְּהַפְצָרָתָם	with their importunings
1	BOM	BOM mosiah 7:6	וְחֵם	and Hem
1	BOM	BOM mosiah 7:10	הֵעַזְתֶּם	you have dared
1	BOM	BOM mosiah 7:17	כָּרוֹז	a proclamation
1	BOM	BOM mosiah 7:22	וּשְׂעוֹרָתֵנוּ	and our barley
1	BOM	BOM mosiah 8:19	וְהָאוּרִים וְהַתֻּמִּים	and the interpreters
1	BOM	BOM mosiah 8:21	הַבּוֹרֵחַ	which flees
1	BOM	BOM mosiah 9:0	כּוֹלֵל	comprising
1	BOM	BOM mosiah 9:0	פרקים	chapters
1	BOM	BOM mosiah 9:9	וְנֵעַס	and neas
1	BOM	BOM mosiah 9:9	וְשֵׁאוּם	and sheum
1	BOM	BOM mosiah 9:11	שִׁבְתֵּנוּ	we had dwelt
1	BOM	BOM mosiah 9:11	לְהִדָּאֵג	to grow uneasy
1	BOM	BOM mosiah 9:18	גֵּרַשְׁנוּם	we had driven them
1	BOM	BOM mosiah 10:5	לִטְווֹת	to spin
1	BOM	BOM mosiah 10:8	חֲגוֹרַת	a girdle of
1	BOM	BOM mosiah 10:15	בְּהַגִּיעָם	when they had arrived
1	BOM	BOM mosiah 10:20	סָפַרְנוּם	we numbered them
1	BOM	BOM mosiah 11:7	נִפְתּוּ	they were deceived
1	BOM	BOM mosiah 11:10	אֶת־אֻמָּנָיו	his workmen
1	BOM	BOM mosiah 11:16	וּבְרָעוֹתָם	and while they were tending
1	BOM	BOM mosiah 12:6	וְגַם־יֻכּוּ	and they shall also be smitten
1	BOM	BOM mosiah 12:12	וַיִּתְיַמֵּר	and he pretends
1	BOM	BOM mosiah 12:25	וּמִתְיַמְּרִים	and pretend
1	BOM	BOM mosiah 12:26	עִקַּשְׁתֶּם	you have perverted
1	BOM	BOM mosiah 12:27	הִשְׂכַּלְתֶּם	been wise
1	BOM	BOM mosiah 12:29	וּתְבַלּוּ	and spend
1	BOM	BOM mosiah 12:31	הֲתָבֹא	does come
1	BOM	BOM mosiah 14:3	וּכְמַסְתִּירִים	and as those who hide
1	BOM	BOM mosiah 14:7	אִלֶּמֶת	is dumb
1	BOM	BOM mosiah 15:5	לְהֵלָעֵג	to be mocked
1	BOM	BOM mosiah 15:5	וּלְהִכָּחֵשׁ	and disowned
1	BOM	BOM mosiah 15:23	פְּדָאָם	has redeemed them
1	BOM	BOM mosiah 16:11	בְּהִמָּסְרָם	being delivered up
1	BOM	BOM mosiah 17:18	תְּצֻדוּ	you shall be hunted
1	BOM	BOM mosiah 18:2	וּתְקוּמָתוֹ	and resurrection
1	BOM	BOM mosiah 18:4	לִזְמַנִּים	at seasons
1	BOM	BOM mosiah 18:17	כׇל־הַנִּטְבָּל	whosoever was baptized
1	BOM	BOM mosiah 18:28	הַנִּצְרָכִים	that stood in need
1	BOM	BOM mosiah 19:16	הַנִּשְׁבִּים	those who were taken captive
1	BOM	BOM mosiah 20:2	וַתִּקָּהֵלְנָה	and gathered together
1	BOM	BOM mosiah 20:5	מִסְתָּרָם	their secret places
1	BOM	BOM mosiah 20:8	אֶת־כׇּל־הֲכָנָתָם	all their preparations
1	BOM	BOM mosiah 20:13	נְמִיתֵהוּ	let us slay him
1	BOM	BOM mosiah 20:22	נַשְׁקִיטָה	let us pacify
1	BOM	BOM mosiah 20:22	נַשְׁבִּית	let us put a stop
1	BOM	BOM mosiah 21:10	וַתִּזְעַקְנָה	and they did cry
1	BOM	BOM mosiah 21:13	וּלְהַסִּיעָם	and to be driven
1	BOM	BOM mosiah 21:21	לְהַעֲנִישָׁם	to punish them
1	BOM	BOM mosiah 21:34	וַיְחַכּוּ	waiting
1	BOM	BOM mosiah 21:35	וְסִפּוּר	and an account of
1	BOM	BOM mosiah 23:12	עֻשַּׁקְתֶּם	you have been oppressed
1	BOM	BOM mosiah 23:12	נֶאֱסַרְתֶּם	you were bound
1	BOM	BOM mosiah 24:14	וְגַם־אָקֵל	and I will also ease
1	BOM	BOM mosiah 25:14	גַּם־אַלְמָא	also Alma
1	BOM	BOM mosiah 26:11	וַיַּאֲשִׁימוּם	are accused
1	BOM	BOM mosiah 26:11	הֲבִיאוֹנוּם	we have brought them
1	BOM	BOM mosiah 26:37	בִּזְהִירוּת	circumspectly
1	BOM	BOM mosiah 27:1	וּלְהִתְאוֹנֵן	and complain
1	BOM	BOM mosiah 27:6	לְהִתְפַּזֵּר	to scatter abroad
1	BOM	BOM mosiah 27:13	אֲקִימֶנָּה	will establish it
1	BOM	BOM mosiah 27:19	נְשָׂאֻהוּ	and he was taken
1	BOM	BOM mosiah 27:23	צוּמָם	they had fasted
1	BOM	BOM mosiah 27:24	וּפְדָאַנִי	and have been redeemed by
1	BOM	BOM mosiah 27:25	לְהֵהָפֵךְ	turning from
1	BOM	BOM mosiah 29:7	וּלְעַקֵּשׁ	and to pervert
1	BOM	BOM mosiah 29:8	וְנִתְבּוֹנְנָה	and consider
1	BOM	BOM mosiah 29:32	יֵהָנֶה	shall enjoy
1	BOM	BOM mosiah 29:36	וְהַשְּׁלִילוֹת	and the plunderings
1	BOM	BOM mosiah 29:46	גַּם־מוֹשִׁיָּה	also Mosiah
1	BOM	BOM mosiah 28:2	מִשִּׂנְאָתָם	of their hatred
1	BOM	BOM mosiah 28:17	עַד־הִבָּרֵא	back to the creation of
1	BOM	BOM omni 1:11	הַנִּכְתָּב	that which is written
1	OT	OT 1ch 2:16	וְאַחְיֹתֵיהֶם	and-their-sisters
1	OT	OT 1ch 12:41	וְצִמּוּקִים	and-bunches-of-raisins
1	OT	OT 1ch 13:12	הֵיךְ	how
1	OT	OT 1ch 23:29	וְלַמֻּרְבָּכֶת	and-for-that-which-is-fried
1	OT	OT 1ch 28:17	וְהַמִּזְלָגוֹת	and-the-forks
1	OT	OT 1ki 1:48	וְגַם־כָּכָה	and also thus
1	OT	OT 1ki 3:13	גַּם־כָּבוֹד	also honor
1	OT	OT 1ki 3:26	גַם־לָךְ	also for you
1	OT	OT 1ki 6:18	פְּקָעִים	gourds
1	OT	OT 1ki 6:25	וְקֶצֶב	and a shape
1	OT	OT 1ki 6:35	עַל־הַמְּחֻקֶּה	upon the carved work
1	OT	OT 1ki 7:24	וּפְקָעִים	and gourds
1	OT	OT 1ki 7:24	הַפְּקָעִים	the gourds
1	OT	OT 1ki 7:29	וְעַל־הַשְׁלַבִּים	and upon the cross bars
1	OT	OT 1ki 7:33	וְחִשֻּׁרֵיהֶם	and their hubs
1	OT	OT 1ki 7:37	קֶצֶב	a shape
1	OT	OT 1ki 7:46	בְּמַעֲבֵה	in the mold of
1	OT	OT 1ki 9:26	וׇאֳנִי	and a ship
1	OT	OT 1ki 9:27	בׇּאֳנִי	in the ships
1	OT	OT 1ki 10:12	הָאַלְמֻגִּים	the almug
1	OT	OT 1ki 12:12	וַיָּבוֹ	and come
1	OT	OT 1ki 12:33	אֲשֶׁר־בָּדָא	which he had devised
1	OT	OT 1ki 14:14	גַּם־עָתָּה	also yet
1	OT	OT 1ki 18:21	עַל־שְׁתּי	upon the two
1	OT	OT 1ki 18:46	וַיְשַׁנֵּס	and he girded up
1	OT	OT 1ki 20:33	וַיַּחְלְטוּ	and they caught
1	OT	OT 1ki 21:23	וְגַם־לְאִיזֶבֶל	and also to Jezebel
1	OT	OT 1sa 2:13	וְהַמַּזְלֵג	with-the-fork-of
1	OT	OT 1sa 2:14	הַמַּזְלֵג	the-fork
1	OT	OT 1sa 2:15	לִצְלוֹת	for-roasting
1	OT	OT 1sa 2:29	תִבְעֲטוּ	do-you-kick
1	OT	OT 1sa 2:33	וְלַאֲדִיב	and-to-grieve
1	OT	OT 1sa 5:9	וַיִּשָּׂתְרוּ	and-they-were-struck
1	OT	OT 1sa 6:12	וְגָעוֹ	and-lowing
1	OT	OT 1sa 8:8	גַּם־לָךְ	also-for-you
1	OT	OT 1sa 9:22	כִּשְׁלֹשִׁם	about-thirty
1	OT	OT 1sa 13:6	וּבַצְּרִחִים	and-in-strongholds
1	OT	OT 1sa 13:20	וְאֶת־אֵתוֹ	and-his-mattock
1	OT	OT 1sa 13:21	וְלָאֵתִים	and-for-the-mattocks
1	OT	OT 1sa 13:21	הַדָּרְבָן	the-goad
1	OT	OT 1sa 15:32	מַעֲדַנֹּת	delicately
1	OT	OT 1sa 15:33	וַיְשַׁסֵּף	and-hewed-in-pieces
1	OT	OT 1sa 24:12	צֹדֶה	hunt
1	OT	OT 1sa 25:16	גַּם־לַיְלָה	both-by-night
1	OT	OT 1sa 26:7	מְעוּכָה־בָאָרֶץ	stuck-in-the-ground
1	OT	OT 1sa 28:9	מִתְנַקֵּשׁ	lay-a-snare
1	OT	OT 1sa 28:24	וַתָּלָשׁ	and-she-kneaded-it
1	OT	OT 1sa 30:12	דְּבֵלָה	a-cake-of-figs
1	OT	OT 2ch 1:11	וְגַם־יָמִים	and also days
1	OT	OT 2ch 2:7	וְאַלְגּוּמִּים	and algum
1	OT	OT 2ch 4:16	וְאֶת־הַמִּזְלָגוֹת	and the forks
1	OT	OT 2ch 9:10	אַלְגּוּמִּים	algum
1	OT	OT 2ch 9:11	הָאַלְגּוּמִּים	the algum
1	OT	OT 2ch 9:11	כָהֵם	like them
1	OT	OT 2ch 14:14	וְגַם־אׇהֳלֵי	and also the tents of
1	OT	OT 2ch 15:16	וְגַם־מַעֲכָה	and also Maachah
1	OT	OT 2ch 16:12	וְגַם־בְּחׇלְיוֹ	and also in his sickness
1	OT	OT 2ch 34:31	עַל־עׇמְדוֹ	in his place
1	OT	OT 2ch 35:5	לִפְלוּגֹּת	according to the divisions of
1	OT	OT 2ch 36:16	מַלְעִבִים	deriding
1	OT	OT 2ch 36:16	וּמִתַּעְתְּעִים	and mocking
1	OT	OT 2ch 36:17	וְיָשֵׁשׁ	and the decrepit
1	OT	OT 2ki 4:35	וַיְזוֹרֵר	and he sneezed
1	OT	OT 2ki 4:39	פַּקֻּעֹת	gourds of
1	OT	OT 2ki 6:6	וַיִּקְצׇב־עֵץ	and he cut off a tree
1	OT	OT 2ki 8:2	וַתָּגׇר	and she sojourned
1	OT	OT 2ki 9:25	שָׁלִשֹׁה	his captain
1	OT	OT 2ki 10:22	עַל־הַמֶּלְתָּחָה	upon the wardrobe
1	OT	OT 2ki 13:23	וַיָּחׇן	and shall be gracious
1	OT	OT 2ki 17:9	וַיְחַפְּאוּ	and they fabricated
1	OT	OT 2ki 17:15	כָּהֶם	like them
1	OT	OT 2ki 23:4	בְּשַׁדְמוֹת	in the fields of
1	OT	OT 2sa 1:4	וְגַם־הַרְבֵּה	and-also-many
1	OT	OT 2sa 5:2	וְהַמֵּבִי	and-brought-in
1	OT	OT 2sa 5:8	בַּצִּנּוֹר	to-the-aqueduct
1	OT	OT 2sa 12:8	כָּהֵנָּה	as-much
1	OT	OT 2sa 15:30	יָחֵף	barefoot
1	OT	OT 2sa 16:1	צִמּוּקִים	bunches-of-raisins
1	OT	OT 2sa 16:23	גַּם־לְדָוִד	both-with-David
1	OT	OT 2sa 17:10	גַם־בֶּן־חַיִל	even-a-warrior
1	OT	OT 2sa 17:19	הָרִפוֹת	ground-corn
1	OT	OT 2sa 19:44	וְגַם־בְּדָוִד	and-also-in-David
1	OT	OT 2sa 21:6	וְהוֹקַעֲנוּם	and-we-will-hang-them-up
1	OT	OT 2sa 21:9	וַיֹּקִיעֻם	and-they-hanged-them
1	OT	OT 2sa 21:13	הַמּוּקָעִים	them-that-were-hanged
1	OT	OT 2sa 22:5	אֲפָפֻנִי	compassed-me
1	OT	OT 2sa 22:12	חַשְׁרַת־מַיִם	the-heavy-mass-of-waters
1	OT	OT 2sa 22:48	וּמֹרִיד	and-that-brings-down
1	OT	OT 2sa 24:6	חׇדְשִׁי	hodshi
1	OT	OT amo 2:1	לַשִּׂיד	into the lime
1	OT	OT amo 2:13	מֵעִיק	am pressed
1	OT	OT amo 2:13	תָּעִיק	is pressed
1	OT	OT amo 5:9	הַמַּבְלִיג	that strengtheneth
1	OT	OT amo 5:11	בּוֹשַׁסְכֶם	your treading is
1	OT	OT amo 6:7	מִרְזַח	the revelry of
1	OT	OT amo 7:14	וּבוֹלֵס	and a gatherer of
1	OT	OT amo 9:6	מַעֲלוֹתָו	his stories
1	OT	OT dan 9:24	נֶחְתַּךְ	it has been decreed
1	OT	OT dan 10:11	עַל־עׇמְדֶךָ	upright
1	OT	OT dan 10:17	וְהֵיךְ	and how
1	OT	OT dan 11:10	עַד־מָעֻזֹּה	even to his fortress
1	OT	OT dan 11:24	יִבְזוֹר	he will scatter
1	OT	OT dan 11:30	וְנִכְאָה	and he will be disheartened
1	OT	OT dan 11:43	בְּמִכְמַנֵּי	over the treasures of
1	OT	OT dan 12:2	לְדִרְאוֹן	to abhorrence of
1	OT	OT deu 1:12	טׇרְחֲכֶם	your trouble
1	OT	OT deu 2:6	וְגַם־מַיִם	and also water
1	OT	OT deu 6:8	לְטֹטָפֹת	for frontlets
1	OT	OT deu 6:9	עַל־מְזֻזוֹת	upon the doorposts of
1	OT	OT deu 7:13	שְׁגַר־אֲלָפֶיךָ	the young of your cattle
1	OT	OT deu 8:4	בָצֵקָה	it swelled
1	OT	OT deu 8:15	הַחַלָּמִישׁ	the flint
1	OT	OT deu 11:18	לְטוֹטָפֹת	for frontlets
1	OT	OT deu 12:30	פֶּן־תִּנָּקֵשׁ	lest you should be ensnared
1	OT	OT deu 14:17	וְהַקָּאָת	and the desert owl
1	OT	OT deu 15:17	אֶת־הַמַּרְצֵעַ	the awl
1	OT	OT deu 18:3	וְהַקֵּבָה	and the stomach
1	OT	OT deu 24:20	תַחְבֹּט	you will beat
1	OT	OT deu 25:18	כׇּל־הַנֶּחֱשָׁלִים	all the stragglers
1	OT	OT deu 26:2	בַטֶּנֶא	in the basket
1	OT	OT deu 26:4	הַטֶּנֶא	the basket
1	OT	OT deu 27:9	הַסְכֵּת	keep silent
1	OT	OT deu 28:22	בַּשַּׁחֶפֶת	with the consumption
1	OT	OT deu 28:27	וּבַגָּרָב	and with the eczema
1	OT	OT deu 28:63	וְנִסַּחְתֶּם	and you will be torn away
1	OT	OT deu 28:66	תְּלֻאִים	hung up
1	OT	OT deu 32:11	יְרַחֵף	it hovers
1	OT	OT deu 32:13	מֵחַלְמִישׁ	from flint of
1	OT	OT deu 32:15	וַיִּבְעָט	and kicked out
1	OT	OT deu 32:15	עָבִיתָ	you became obese
1	OT	OT deu 32:24	מְזֵי	people weakened of
1	OT	OT deu 32:24	וְקֶטֶב	and destruction
1	OT	OT deu 32:24	זֹחֲלֵי	things which crawl of
1	OT	OT deu 32:32	וּמִשַּׁדְמֹת	and from the terraced fields of
1	OT	OT deu 32:34	כָּמֻס	stored up
1	OT	OT deu 33:22	יְזַנֵּק	he leaps forth
1	OT	OT deu 33:25	דׇּבְאֶךָ	your strength
1	OT	OT ecc 2:8	גַּם־כֶּסֶף	also silver
1	OT	OT ecc 3:7	לִתְפּוֹר	to sew
1	OT	OT ecc 4:6	חׇפְנַיִם	two hands
1	OT	OT ecc 5:15	וְגַם־זֹה	and also this
1	OT	OT ecc 6:9	מֵהֲלׇךְ־נָפֶשׁ	than the wandering of desire
1	OT	OT ecc 7:18	וְגַם־מִזֶּה	and also than this
1	OT	OT ecc 9:1	וְלָבוּר	and to make clear
1	OT	OT ecc 10:1	זְבוּבֵי	flies of
1	OT	OT ecc 10:8	גּוּמָּץ	a pit
1	OT	OT ecc 10:10	אִם־קֵהָה	if it is blunt
1	OT	OT ecc 10:18	יִמַּךְ	it sinks
1	OT	OT ecc 10:18	יִדְלֹף	it leaks
1	OT	OT ecc 12:11	כַּדָּרְבֹנוֹת	like goads
1	OT	OT ecc 12:12	וְלַהַג	and study
1	OT	OT est 4:11	יוֹשִׁיט־לוֹ	extends him
1	OT	OT est 8:15	וְתַכְרִיךְ	and a robe of
1	OT	OT est 9:13	גַּם־מָחָר	also on the morrow
1	OT	OT est 9:24	וְהִפִּל	and he cast
1	OT	OT est 10:2	תׇקְפּוֹ	his power
1	OT	OT exo 2:3	גֹּמֶא	papyrus
1	OT	OT exo 2:10	מְשִׁיתִהוּ	I drew him
1	OT	OT exo 2:16	אֶת־הָרְהָטִים	the troughs
1	OT	OT exo 2:24	אֶת־נַאֲקָתָם	their groaning
1	OT	OT exo 6:5	אֶת־נַאֲקַת	the groaning of
1	OT	OT exo 9:8	חׇפְנֵיכֶם	your hands
1	OT	OT exo 9:32	וְהַכֻּסֶּמֶת	and the spelt
1	OT	OT exo 12:34	אֶת־בְּצֵקֹ	their dough
1	OT	OT exo 12:38	וְגַם־עֵרֶב	and a mixed
1	OT	OT exo 13:12	שֶׁגֶר	that comes of
1	OT	OT exo 13:16	וּלְטוֹטָפֹת	and for frontlets
1	OT	OT exo 15:6	תִּרְעַץ	has dashed in pieces
1	OT	OT exo 15:8	קָפְאוּ	were congealed
1	OT	OT exo 16:14	מְחֻסְפָּס	round thing
1	OT	OT exo 19:9	וְגַם־בְּךָ	and also in you
1	OT	OT exo 21:3	אִם־בְּגַפּוֹ	if by himself
1	OT	OT exo 21:3	בְּגַפּוֹ	by himself
1	OT	OT exo 21:4	בְגַפּוֹ	by himself
1	OT	OT exo 21:6	וְרָצַע	and shall bore
